title,rating,number_of_reviews,bought_in_last_month,current/discounted_price,price_on_variant,listed_price,is_best_seller,is_sponsored,is_couponed,delivery_details,sustainability_badges,collected_at,coupon_amount,delivery_cost,est_delivery_date,is_free_delivery,has_fast_delivery,fastest_delivery_date,delivery_weekday,main_sustainability_badge,extra_badges_count
"Energizer MAX AAA Batteries (12 Pack), Triple A Alkaline Batteries",4.8,22856,10000,8.82,0.0,14.55,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"Sony MDREX15LP in-Ear Earbud Headphones, Black, Model Number: MDREX15LP/B",4.3,36570,10000,,7.49,0.0,False,False,No Coupon,,None,2025-08-21 11:19:08,0,0.0,,False,False,,,None,0
"HP 210X Black High-Yield Toner Cartridge | Works Color Laserjet Pro 4201, Color Laserjet Pro MFP 4301 Series | W2100X",4.6,191,2000,209.99,0.0,288.98,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
Roam 2 - Black - Portable Waterproof Bluetooth Speaker,4.3,960,2000,,134.18,0.0,False,False,No Coupon,,Alexa Built-in,2025-08-21 11:19:08,0,0.0,,False,False,,,Alexa Built-in,0
"Sanus Height Adjustable Speaker Stand for Sonos Era 300™ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,0,179.99,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"Legrand Wiremold RDSZCBK radiant Furniture Power Center with USB and Switch, Recessed Power Strip, 2 Outlets, Type A/C USB, 6 Foot Cord, Black",4.9,9,0,97.2,0.0,139.09,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",Small Business,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,Small Business,0
"Brother Genuine High Yield Toner Cartridge, TN660, Replacement Black Toner, Page Yield Up to 2,600 Pages, Amazon Dash Replenishment Cartridge, Black, 1 pack",4.7,28924,4000,67.99,67.98,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"SteelSeries Arctis Nova Pro Wireless Multi-System Gaming Headset - Premium Hi-Fi Drivers - Active Noise Cancellation - Infinity Power System - Stealth Retractable Mic - PC, PS5/PS4, Switch, Mobile",4.1,6655,2000,301.99,198.95,379.99,False,False,No Coupon,"Delivery Mon, Sep 1",Energy efficiency +3 more,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,Energy efficiency,3
HP Smart Tank 5101 Wireless All-in-One Ink Tank Printer with up to 2 years of ink included (1F3Y0A),3.9,3808,2000,189.99,162.39,259.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"HP 936 Black Ink Cartridge Printers | Works with Printer Series: OfficeJet 9120, OfficeJet Pro 9110, 9120, 9130 Series, Wide Format 9730 | Eligible for Instant Ink | 4S6V2LN",4.6,454,4000,45.92,0.0,0.0,False,False,No Coupon,Delivery Sep 1 - 4,Manufacturing practices,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,,Manufacturing practices,0
"Google Nest Cam Outdoor or Indoor, Battery - 2nd Generation - 1 Pack",4.2,6893,2000,174.0,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",Works with Alexa,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,Works with Alexa,0
DualShock 4 Wireless Controller for PlayStation 4 - Jet Black,4.6,138711,0,59.99,0.0,0.0,True,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"WD_BLACK 2TB SN850P NVMe M.2 SSD Officially Licensed Storage Expansion for PS5 Consoles, up to 7,300MB/s, with heatsink - WDBBYV0020BNC-WRSN",4.8,8512,2000,189.99,185.26,251.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"NETGEAR 5-Port Gigabit Ethernet Unmanaged Essentials Switch (GS305) - Home Network Hub, Office Ethernet Splitter, Plug-and-Play, Silent Operation, Desktop or Wall Mount",4.7,32602,8000,,13.23,0.0,False,False,No Coupon,,None,2025-08-21 11:19:08,0,0.0,,False,False,,,None,0
"Roku Streambar SE | 2-in-1 TV Soundbar with Built-in 4K/HD/HDR Streaming, Premium Speakers, & Enhanced Speech Clarity for Crisp, Clear Dialogue - Quick Guided Simple Setup",4.4,1784,4000,96.95,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",Works with Alexa,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,Works with Alexa,0
"Lenovo IdeaPad 1 Student Laptop, 15.6"" FHD Display, Intel Dual Core Processor, 12GB RAM, 512GB SSD + 128GB eMMC, 1 Year Office 365, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Windows 11 Home, Grey",4.2,805,2000,349.0,280.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"Seagate Expansion Card for Xbox Series X/S, 1TB Solid State Drive, NVMe (STJR1000400)",4.8,21409,2000,149.0,114.99,159.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"Skullcandy Method 360 ANC Wireless Earbuds, Sound by Bose, Bluetooth Headphones, Premium Noise Cancelling, Up to 40 Hrs Battery, Sweat and Water Resistant, Microphone for iPhone Android - True Black",4.1,894,4000,88.57,79.16,129.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"Belkin MagSafe-Compatible Charger, 3-in-1 Wireless Charging Station, Qi2-Certified 15W Wireless Charge for Apple iPhone 16 Series, Apple Watch, AirPods w/Non-Slip Base, 40W Included - Black",4.4,3520,1000,119.99,0.0,0.0,False,True,Save 15%  with coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,15%,0.0,2025-09-01,False,False,,Mon,None,0
"Fila Smart Watch for Men Women (Answer/Make Calls), 1.95"" Fitness Watch with Heart Rate/Sleep Monitor, Step Counter, Fitness Tracker with 100+ Sports for Android iOS",4.7,63,0,49.99,0.0,79.99,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"Energizer MAX AA Batteries (16 Pack), Double A Alkaline Batteries",4.8,172,1000,16.19,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:08,0,0.0,2025-09-01,False,False,,Mon,None,0
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos Anywhere",4.1,264,0,85.99,0.0,0.0,False,True,Save $16.00  with coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,$16.00,0.0,2025-09-01,False,False,,Mon,None,0
"Duracell Coppertop 9V Battery, 6 Count (Pack of 1), 9 Volt Battery with Long-lasting Power, All-Purpose Alkaline 9V Battery for Household and Office Devices",4.8,5207,20000,25.47,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"Kodak Luma 500 Mini Projector | 1080p Full HD Portable Outdoor Projector with Wi-Fi, Bluetooth, HDMI & USB | Google TV 11.0 OS, Netflix Certified, Chromecast Built-In, Black, 150",4.8,9,0,643.99,0.0,699.99,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"Samsung SSD 9100 PRO 2TB, PCIe 5.0x4 M.2 2280, Seq. Read Speeds Up to 14,800MB/s, Best for AI Computing, Gaming, and Heavy Duty Workstations (MZ VAP2T0B/AM)",4.8,465,2000,199.99,183.99,239.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"LISEN Tablet Stand for iPad Stand Holder Desk, Foldable Home Office Desk Accessories Travel for iPad Holder Dorm College Essentials Portable Monitor Fits Tabs Kindle iPhone 4-15.9"" Black",4.7,8671,10000,12.99,0.0,16.98,True,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"Panasonic Cordless Phone with Answering Machine, Advanced Call Block, Bilingual Caller ID and Easy to Read High-Contrast Display, Expandable System with 2 Handsets - KX-TGD832M (Metallic Black)",4.3,6547,5000,58.0,0.0,67.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"AINOPE 2 Pack USB Extensions Cable High Speed USB 3.0 Extension Cord Type A Male to Female Sturdy Braided Material Fast Data Transfer Compatible with USB Keyboard,Mouse,Flash Drive,Grey,6.6FT+6.6FT",4.7,27747,10000,7.29,0.0,9.99,False,False,No Coupon,"Delivery Mon, Sep 1",Carbon impact,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,Carbon impact,0
Kingston NV3 1TB M.2 2280 NVMe SSD | PCIe 4.0 Gen 4x4 | Up to 6000 MB/s | SNV3S/1000G,4.8,6351,4000,59.99,58.9,79.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"Brother Genuine Standard-Yield Toner Cartridge Four Pack TN223 4PK - includes one cartridge each of Black, Cyan, Magenta & Yellow Toner, Standard Yield, Model: TN2234PK",4.6,7788,2000,298.99,298.9,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"acer 7-in-1 Wireless Charging Station: Charger Stand for Multiple Devices for Apple - iPhone 16 15 14 13 12 Pro Max Apple Watch Airpods, Wireless Charger iPhone Charging Station with Bluetooth TimeSyn",4.3,598,5000,44.98,0.0,76.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
Meta Quest 3 512GB — The Most Powerful Quest — Ultimate Mixed Reality Experiences — Get a 3-Month Trial of Meta Horizon+ Included,4.6,3673,1000,,479.99,0.0,False,False,No Coupon,,None,2025-08-21 11:19:21,0,0.0,,False,False,,,None,0
"Lenovo Laptop Bag T210, Messenger Shoulder Bag for Laptop or Tablet, Sleek, Durable & Water-Repellent Fabric",4.6,32159,8000,14.99,0.0,19.99,True,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"SanDisk 256GB Extreme PRO® microSD™ UHS-I Card with Adapter C10, U3, V30, A2, 200MB/s Read 140MB/s Write SDSQXCD-256G-GN6MA",4.8,17965,6000,30.41,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"Amazon Basics Electric Stainless Steel Kettle for Tea and Coffee, BPA-Free, Fast Boiling, Auto Shut-Off, 1.1 Quarts, 1500W, Black and Silver",4.6,49620,6000,23.46,18.52,27.86,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"E-Z Ink Compatible TN760 Toner Cartridges Replacement for Brother TN-760 TN730 TN-730 to Use with HL-L2350DW HL-L2395DW HL-L2390DW HL-L2370DW MFC-L2750DW MFC-L2710DW DCP-L2550DW (Black, 4 Pack)",4.5,11297,5000,68.88,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",Carbon impact,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,Carbon impact,0
Escort MAX 360c Radar Detector with Extra Mount & OBDII Cord Bundle,4.4,1465,50,569.95,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",Small Business,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,Small Business,0
"Sanus Height Adjustable Speaker Stand for Sonos Era 300™ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,0,179.99,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"Logitech MX Keys S Combo - Performance Wireless Keyboard and Mouse with Palm Rest, Customizable Illumination, Fast Scrolling, Bluetooth, USB C, for Windows, Linux, Chrome, Mac",4.5,11180,3000,,190.21,0.0,False,False,No Coupon,,None,2025-08-21 11:19:21,0,0.0,,False,False,,,None,0
"Anker 6 ft Premium Double-Braided Nylon Lightning Cable, Apple MFi Certified for iPhone Chargers, iPhone X/8/8 Plus/7/7 Plus/6/6 Plus/5s, iPad, iPad mini, and More (Black)",4.7,56965,8000,,15.99,0.0,False,False,No Coupon,,Carbon impact,2025-08-21 11:19:21,0,0.0,,False,False,,,Carbon impact,0
ASURION 2 Year Electronics Protection Plan ($30 - $39.99),4.3,8671,0,,3.99,0.0,False,False,No Coupon,,None,2025-08-21 11:19:21,0,0.0,,False,False,,,None,0
"Soundcore Sleep A20 by Anker Sleep Earbuds, 30dB High-Frequency Noise Reduction, Small Earplugs for Side Sleepers, 80H Playtime, Stream Content via Bluetooth 5.3, Sleep Monitor, Personal Alarm",3.8,3750,2000,179.99,0.0,0.0,False,False,No Coupon,Delivery Sep 1 - 4,Carbon impact,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,,Carbon impact,0
"Fitbit Sense 2 Advanced Health and Fitness Smartwatch with Tools to Manage Stress and Sleep, ECG App, SpO2, 24/7 Heart Rate and GPS, Shadow Grey/Graphite, One Size (S & L Bands Included)",4.2,5374,2000,199.95,187.99,249.95,False,False,No Coupon,"Delivery Mon, Sep 1",Alexa Built-in,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,Alexa Built-in,0
Dell Optiplex 3060 Desktop Computer | Intel i5-8500 (3.2) | 32GB DDR4 RAM | 1TB SSD Solid State | Built in WiFi | Bluetooth | Windows 11 Professional | Home or Office PC (Renewed),4.2,447,2000,267.99,0.0,308.0,False,False,No Coupon,Delivery Aug 29 - Sep 3,None,2025-08-21 11:19:21,0,0.0,2025-08-29,False,False,,,None,0
"JBL Tune Buds - True wireless Noise Cancelling earbuds, JBL Pure Bass Sound, Bluetooth 5.3, 4-Mic technology for Crisp, Clear Calls, Up to 48 hours of battery life, Water and dust resistant (Black)",4.1,6920,3000,59.95,0.0,99.95,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"HP Sprocket 2x3"" Premium Zink Sticky Back Photo Paper (50 Sheets) Compatible with HP Sprocket Photo Printers",4.8,47007,7000,20.67,0.0,29.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"VIZIO 5.1 Soundbar SE, Wireless Subwoofer, Surround Sound w/Dolby Atmos & DTS:X, Bluetooth Speaker, QuickFit™ Compatible – SV510X-08 (New, 2024 Model)",4.1,1694,2000,198.0,164.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"Sceptre 30-inch Curved Gaming Monitor 21:9 2560x1080 Ultra Wide/ Slim HDMI DisplayPort up to 200Hz Build-in Speakers, Metal Black (C305B-200UN1)",4.5,12533,2000,199.97,189.14,229.97,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"HP 218A Black Toner Cartridge | Works with Color Laserjet Pro 3201, MFP 3301 Series | W2180A",4.7,265,3000,74.99,0.0,0.0,False,False,No Coupon,Delivery Aug 29 - Sep 2,None,2025-08-21 11:19:21,0,0.0,2025-08-29,False,False,,,None,0
"OtterBox iPhone 12 & iPhone 12 Pro Commuter Series Case - Black, Slim & Tough, Pocket-Friendly, with Port Protection",4.6,21817,8000,18.71,16.91,39.95,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,None,0
"AOC Mini Projector with WiFi and Bluetooth, Smart Projector Full HD 4K Support with 180° Rotation Adjustment, 220 ANSI,8000 Lumens,Vertical Auto Keystone Correction, Short Throw Projector for Phone",4.1,76,0,62.99,0.0,89.99,False,True,Save 5%  with coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,5%,0.0,2025-09-01,False,False,,Mon,None,0
"DEWALT Heavy Duty 24W USB Car Charger Adapter, Cigarette Lighter Adapter USBA Charger, Fast Charging Car Lighter USB Adapters, Cell Phone Automobile Chargers for iPhone, Samsung Galaxy, iPad",4.7,657,100,15.99,0.0,19.99,False,True,Save 5%  with coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:21,5%,0.0,2025-09-01,False,False,,Mon,None,0
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,0,134.39,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",Manufacturing practices,2025-08-21 11:19:21,0,0.0,2025-09-01,False,False,,Mon,Manufacturing practices,0
"DJI Osmo Mobile SE, 3-Axis Phone Gimbal for iPhone, Android, Built-in Tripod, Selfie Stick, Gimbal Stabilizer for iphone, Andriod, ActiveTrack 6.0, Vlogging Stabilizer for Youtube, TikTok, Travel",4.5,10065,8000,65.0,0.0,69.0,True,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"Duracell Coppertop 9V Battery, 6 Count (Pack of 1), 9 Volt Battery with Long-lasting Power, All-Purpose Alkaline 9V Battery for Household and Office Devices",4.8,5207,20000,25.47,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"DJI Osmo Mobile 7 Gimbal Stabilizer for iPhone, Android, Built-in Tripod, Portable Stabilizer for iPhone, Selfie Stick, 3-Axis Phone Gimbal, ActiveTrack 7.0, One-Tap Edit, 10hrs Use, Phone Charging",4.4,927,3000,74.99,0.0,89.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"UGREEN 65W USB C Charger Block - Nexode 4-Port GaN Charger Type C, Fast Charging for MacBook Pro/Air, iPhone, iPad Pro, Galaxy S24/S23, Pixel 8, Steam Deck",4.7,1244,6000,23.99,0.0,42.99,False,False,No Coupon,"Delivery Mon, Sep 1",Carbon impact,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,Carbon impact,0
"Amazon Basics USB 3.0 to 10/100/1000 Gigabit Ethernet Internet Adapter, Black",4.5,21077,10000,10.79,10.68,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"AMD Ryzen™ 9 9950X 16-Core, 32-Thread Unlocked Desktop Processor",4.7,598,1000,499.0,489.0,649.0,False,False,No Coupon,Delivery Aug 28 - Sep 3,None,2025-08-21 11:19:33,0,0.0,2025-08-28,False,False,,,None,0
"EPSON 232 Claria Ink Standard Capacity Black & Color Cartridge Combo Pack (T232120-BCS) Works with WorkForce WF-2930, WF-2950, Expression XP-4200, XP-4205",4.5,2019,5000,48.29,47.5,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"HP DeskJet 4227e Wireless All-in-One Color Inkjet Printer, Scanner, Copier, Best-for-Home, 3 Months of Instant Ink Trial Included (6W7F0A)",4.0,94,3000,73.49,0.0,99.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"Energizer 123 Lithium Batteries (2 Pack), 3V Photo Batteries",4.7,6922,10000,,0.0,0.0,True,False,No Coupon,,None,2025-08-21 11:19:33,0,0.0,,False,False,,,None,0
"SanDisk 64GB Ultra SDXC UHS-I Memory Card - Up to 140MB/s, C10, U1, Full HD, SD Card - SDSDUNB-064G-GN6IN",4.7,81296,10000,10.94,9.85,13.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"AMD Ryzen 5 5500 6-Core, 12-Thread Unlocked Desktop Processor with Wraith Stealth Cooler",4.7,7666,3000,72.0,0.0,0.0,False,False,No Coupon,Delivery Sep 3 - 11,None,2025-08-21 11:19:33,0,0.0,2025-09-03,False,False,,,None,0
"SHOKZ OpenRun Pro - Open-Ear Bluetooth Bone Conduction Sport Headphones, Sweat Resistant Wireless Earphones for Workouts and Running with Premium Deep Bass- Built-in Mic, with Hair Band, Black",4.5,24969,5000,,159.95,0.0,False,False,No Coupon,,None,2025-08-21 11:19:33,0,0.0,,False,False,,,None,0
"Apple iPad 2021 (10.2-inch, Wi-Fi, 64GB) - Space Gray (Renewed)",4.5,3407,2000,,0.0,0.0,False,False,No Coupon,,None,2025-08-21 11:19:33,0,0.0,,False,False,,,None,0
"Acer USB C Hub with 4K HDMI, 9-in-1 USB C to Ethernet Adapter, 5Gbps USBA 3.0 Docking Station, VGA Splitter, SD Card Reader, PD 100W Charging for MacBook, Acer, Laptops, Surface and More",4.4,1046,1000,29.99,0.0,31.99,False,False,No Coupon,"Delivery Mon, Sep 1",Carbon impact,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,Carbon impact,0
"HP OfficeJet Pro 8135e Wireless All-in-One Color Inkjet Printer, Print, Scan, Copy, Fax, ADF, Duplex Printing, Best-for-Home Office, 3 month Instant Ink trial included (40Q35A)",3.8,2803,2000,159.99,0.0,234.89,False,False,No Coupon,"Delivery Mon, Sep 1",Works with Alexa,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,Works with Alexa,0
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos Anywhere",4.1,264,0,85.99,0.0,0.0,False,True,Save $16.00  with coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,$16.00,0.0,2025-09-01,False,False,,Mon,None,0
"DJI Osmo Mobile 7P Gimbal Stabilizer for iPhone, Android, Native Tracking, Lighting, 3-Axis Phone Gimbal, Quick Launch, One-Tap Edit, Built-in Extension Rod & Tripod, 10hrs Use, Phone Charging",4.6,2246,7000,145.0,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"Sanus Height Adjustable Speaker Stand for Sonos Era 300™ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,0,179.99,0.0,0.0,False,True,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"GoPro HERO13 Black - Waterproof Action Camera with 5.3K60 Video, 27MP Photo + Compatability with HB-Series Lenses",4.5,1204,1000,429.0,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"DJI Osmo Pocket 3, Vlogging Cameras with 1'' CMOS & 4K/120fps Vlog Camera, 3-Axis Stabilization, Fast Focusing, Face/Object Tracking, Digital Vlogging Camera for YouTube",4.5,1776,1000,739.0,684.94,799.0,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"Canon PIXMA TR160 Wireless Portable Printer, 50-Sheet Paper Tray and 1.44"" Display",4.5,57,2000,203.81,194.95,269.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
Dell Optiplex 7050 SFF Desktop PC Intel i7-7700 4-Cores 3.60GHz 32GB DDR4 1TB SSD WiFi BT HDMI Duel Monitor Support Windows 11 Pro Excellent Condition(Renewed),3.7,1045,1000,278.99,273.91,0.0,True,False,No Coupon,Delivery Sep 3 - 15,None,2025-08-21 11:19:33,0,0.0,2025-09-03,False,False,,,None,0
"NVIDIA SHIELD Android TV Pro Streaming Media Player; 4K HDR movies, live sports, Dolby Vision-Atmos, AI-enhanced upscaling, GeForce NOW cloud gaming, Google Assistant Built-In, Works with Alexa",4.4,12619,2000,199.0,0.0,0.0,False,False,No Coupon,"Delivery Mon, Sep 1",Works with Alexa,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,Works with Alexa,0
"Samsung Galaxy S22 Smartphone, Factory Unlocked Android Cell Phone, 128GB, 8K Camera & Video, Brightest Display, Long Battery Life, Fast 4nm Processor, US Version, Phantom Black (Renewed)",3.9,3593,2000,,0.0,0.0,False,False,No Coupon,,None,2025-08-21 11:19:33,0,0.0,,False,False,,,None,0
"Fitbit Charge 6 Activity Tracker Heart Rate Monitoring, 7-Day Battery, Integrated Google Apps, Maps & Wallet, in-Depth Health Insights, Activity & Sleep Analysis, S & L Bands Included, Obsidian/Black",4.3,3685,4000,139.99,0.0,179.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"NETGEAR 8-Port Gigabit Ethernet Unmanaged Essentials Switch (GS308) - Home Network Hub, Office Ethernet Splitter, Plug-and-Play, Silent Operation, Desktop or Wall Mount",4.8,28231,7000,,14.99,0.0,False,False,No Coupon,,None,2025-08-21 11:19:33,0,0.0,,False,False,,,None,0
"Amazon Basics 512GB microSDXC Card with Adapter, Read Speed Up to 200MB/s, 1-Pack",4.7,2452,5000,34.99,33.24,39.99,False,False,No Coupon,"Delivery Mon, Sep 1",None,2025-08-21 11:19:33,0,0.0,2025-09-01,False,False,,Mon,None,0
"Apple iPhone 14 Plus, 128GB, Midnight - Unlocked (Renewed)",4.1,4160,1000,,0.0,0.0,False,False,No Coupon,,None,2025-08-21 11:19:33,0,0.0,,False,False,,,None,0
